Basic data and indicators,Description,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,1/,IMF,0,0,4.6,4.8,4.9,5.3,5.4,5.3,5.5,6.7,6.9,7.0,7.0,7.1,26,28,27,30,29,29,0,0,0,0,0,0,0
(blank),Travel,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,12,13,12,12,0,0,0,0,0,0,0
(blank),Passenger transport,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,15,17,17,17,0,0,0,0,0,0,0
"MOLDOVA, REPUBLIC OF",(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),1/,(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,117,136,147,158,181,190,177,229,264,311,75,218
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),71,54,35,28,37,32,30,52,67,68,57,68,82,85,93,117,136,146,157,180,186,170,216,251,289,73,217
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,0.3,1,4,7,13,13,21,2,1
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,73,77,75,73,69,86,90,109,118,135,170,224,290,359,307,298,349,396,428,442,370,334,380,438,464,291,398
(blank),Travel,US$ Millions,(blank),IMF,56,52,65,59,57,73,75,95,99,113,141,190,233,288,243,241,277,308,335,345,284,257,302,352,371,263,361
(blank),Passenger transport,US$ Millions,(blank),IMF,17,25,10,14,12,13,15,14,19,22,29,34,57,71,64,57,72,88,93,97,86,77,78,86,93,28,37
MONACO,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Travel,US$ Millions,(blank),..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Passenger transport,US$ Millions,(blank),..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONGOLIA,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,22,37,19,50,45,54,59,125,144,207,142,196,218,249,242,319,460,558,643,529,473,536,618,822,"1,036",573,778
(blank),Travel,US$ Millions,(blank),IMF,20,19,14,45,41,51,55,119,138,193,126,172,196,217,210,265,396,485,580,473,422,482,533,719,925,550,742
(blank),Passenger transport,US$ Millions,(blank),IMF,2,18,5,5,4,3,4,6,6,14,16,24,22,32,32,54,64,73,63,56,51,54,85,103,111,23,36
MONTENEGRO,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,0,0,58,80,76,72,70,67,81,79,69,91,91,73,72,38,57
(blank),Travel,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,0,0,37,43,49,46,39,39,48,47,45,66,67,68,58,30,42
(blank),Passenger transport,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,0,0,21,37,27,26,31,28,33,32,24,25,24,5,14,8,15
MONTSERRAT,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,5.5,7.3,7.9,7.7,7.4,3.4,5.2
(blank),Travel,US$ Millions,(blank),IMF,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.8,2.9,3.2,3.0,2.9,3.2,3.0,3.1,6.1,5.1,7.0,7.4,7.3,7.0,3.3,5.0
(blank),Passenger transport,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4,0.3,0.5,0.4,0.4,0.1,0.2
MOROCCO,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),"1,317","1,212","1,203","1,275","1,545","1,508","1,701","1,533","1,612","1,603","2,247","2,135","2,669","3,421","2,293","2,175","2,378","2,323","2,195","1,850","1,910","1,864","1,849","1,923","2,009",646,869
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,356,353,363,496,578,506,589,669,845,912,999,"1,113","1,418","1,910","1,713","1,879","2,260","2,095","2,002","2,273","2,155","2,312","2,829","2,987","3,102","1,509","1,686"
(blank),Travel,US$ Millions,(blank),IMF,302,300,315,423,452,425,389,444,548,574,612,693,880,"1,090","1,106","1,203","1,363","1,253","1,318","1,456","1,402","1,460","1,793","1,976","2,176","1,113","1,184"
(blank),Passenger transport,US$ Millions,(blank),IMF,54,53,48,73,126,81,200,225,297,338,387,420,538,820,607,676,897,842,684,817,753,852,"1,036","1,011",926,396,502
MOZAMBIQUE,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,0,0,0,0,140,122,132,115,141,140,187,196,209,241,247,247,264,247,313,331,322,290,237,135,99,95,139
(blank),Travel,US$ Millions,(blank),IMF,0,68,82,97,136,108,114,113,140,134,176,179,180,208,212,216,230,186,241,253,223,245,191,132,95,90,126
(blank),Passenger transport,US$ Millions,(blank),IMF,0,0,0,0,4,14,18,2,1,6,11,17,29,33,35,31,34,61,72,78,99,45,46,3,4,5,13
MYANMAR,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,0,0,38,31,26,30,32,34,36,32,34,40,39,50,0,0,132,265,131,119,146,201,136,118,214,0,0
(blank),Travel,US$ Millions,(blank),IMF,18,28,33,27,21,25,27,29,32,29,31,37,36,49,52,53,123,257,115,37,25,37,105,89,186,0,0
(blank),Passenger transport,US$ Millions,(blank),IMF,0,0,5,4,5,5,5,5,4,3,3,3,3,1,0,0,9,8,16,82,121,164,31,29,28,0,0
NAMIBIA,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,42,55,53,47,67,71,82,92,69,118,77,68
(blank),Travel,US$ Millions,(blank),IMF,90,89,99,88,76,73,67,63,101,123,108,118,132,114,35,35,46,48,41,50,63,72,90,56,107,72,59
(blank),Passenger transport,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,5,6,17,8,10,2,13,11,5,9
NAURU,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Travel,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,2,4,11,6,10,9,7,0,0,0
(blank),Passenger transport,US$ Millions,(blank),..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEPAL,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),100,119,132,122,125,155,200,238,258,286,373,415,469,561,589,765,774,862,983,0,0,0,"1,197",0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,167,155,141,107,116,109,128,108,119,205,221,261,402,545,572,528,420,562,598,680,669,634,886,915,713,267,426
(blank),Travel,US$ Millions,(blank),IMF,136,125,103,78,71,73,80,69,81,154,163,185,274,381,434,402,320,413,422,504,527,587,783,833,702,263,423
(blank),Passenger transport,US$ Millions,(blank),IMF,31,30,38,29,45,36,48,39,38,51,58,76,128,164,138,126,100,149,176,176,142,47,103,82,11,4,3
NETHERLANDS,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,1/,(blank),"12,313","12,807","12,858","13,553","14,184","13,896","14,214","16,719","16,425","17,130","17,039","16,695","17,523","18,399","18,340","18,368","18,560","18,628","18,094","17,928","17,535","18,152","20,763","20,981","22,045","7,667","11,601"
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,2/,IMF,"13,151","13,709","12,555","13,474","13,468","13,649","13,061","14,201","15,887","16,937",0,0,0,0,0,0,0,"20,094","21,009","23,655","20,234","20,189","21,585","22,699","22,219","7,801","10,349"
(blank),Travel,US$ Millions,2/,IMF,"11,674","12,276","11,227","12,005","12,029","12,191","11,994","12,976","15,265","16,348","13,724","14,588","17,277","19,805","18,628","19,044","20,741","19,778","20,698","21,092","18,038","17,915","19,985","20,879","20,473","7,359","9,905"
(blank),Passenger transport,US$ Millions,2/,IMF,"1,477","1,433","1,328","1,469","1,439","1,458","1,067","1,225",622,589,0,0,0,0,0,0,0,316,311,"2,563","2,196","2,274","1,600","1,820","1,746",442,444
NEW CALEDONIA,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,1/,(blank),59,64,63,68,69,69,68,72,78,89,96,100,106,112,119,132,124,121,121,124,127,134,135,139,144,116,20
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,0,0,0,354,330,343,356,336,333,328,253,252,0,0,0,0,0
(blank),Travel,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,104,128,167,122,129,149,168,170,179,176,159,164,169,145,153,0,0,0,0,0
(blank),Passenger transport,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,0,0,0,186,160,164,180,177,169,159,108,99,0,0,0,0,0
NEW ZEALAND,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,1/,(blank),920,"1,093","1,132","1,166","1,185","1,283","1,287","1,293","1,374","1,733","1,872","1,861","1,978","1,967","1,918","2,026","2,096","2,172","2,197","2,276","2,412","2,611","2,853","3,038","3,225",511,234
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Travel,US$ Millions,(blank),IMF,"1,259","1,466","1,461","1,383","1,430","1,235","1,255","1,386","1,649","2,229","2,671","2,535","3,077","3,006","2,580","3,039","3,461","3,715","3,861","4,108","3,721","4,010","4,463","4,603","4,293","1,435","1,038"
(blank),Passenger transport,US$ Millions,(blank),..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NICARAGUA,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),255,282,330,422,452,486,499,532,562,701,740,773,949,942,858,908,912,979,994,959,925,981,982,974,949,325,372
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,56,79,86,94,114,126,128,125,139,154,162,224,238,265,256,225,240,241,277,286,273,310,365,349,312,102,139
(blank),Travel,US$ Millions,(blank),IMF,40,60,65,70,78,78,76,69,75,89,91,136,127,144,134,121,138,136,152,168,156,181,235,219,181,63,81
(blank),Passenger transport,US$ Millions,(blank),IMF,16,19,21,24,36,48,52,56,64,65,71,88,111,121,122,104,102,105,125,118,117,129,130,130,131,39,58
NIGER,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,26,59,50,39,35,32,33,29,39,42,42,42,48,98,84,95,57,132,81,129,140,111,120,141,145,98,0
(blank),Travel,US$ Millions,(blank),IMF,13,45,38,35,31,26,26,17,22,22,30,28,29,68,54,92,40,36,47,85,70,75,80,95,103,82,0
(blank),Passenger transport,US$ Millions,(blank),IMF,13,14,12,4,4,6,7,12,17,20,12,14,19,30,30,3,17,96,34,44,70,36,40,46,42,16,0
NIGERIA,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,938,"1,318","1,840","1,589",640,610,858,910,"2,076",0,501,"3,536","6,665","11,007","6,236","8,348","9,533","9,240","9,152","9,204","9,017","4,524","8,194","13,218","16,406","6,613","5,846"
(blank),Travel,US$ Millions,(blank),IMF,906,"1,304","1,816","1,567",620,591,831,881,"1,795",0,240,"3,279","5,590","9,777","5,012","5,566","6,598","6,141","5,864","5,811","5,605","1,079","5,797","9,569","13,509","5,548","4,434"
(blank),Passenger transport,US$ Millions,(blank),IMF,32,14,24,22,20,19,27,29,281,0,261,257,"1,075","1,230","1,224","2,782","2,935","3,099","3,288","3,393","3,412","3,445","2,397","3,649","2,897","1,065","1,412"
NIUE,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0.5,1.0,1.2,1.1,1.4,1.5,1.6,1.6,1.8,1.8,1.7,1.6,0,0,0,0,0,0,0,0,0,1,1
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Travel,US$ Millions,(blank),..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Passenger transport,US$ Millions,(blank),..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH MACEDONIA,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,0,30,33,39,42,58,60,60,71,85,97,110,147,190,150,131,159,153,168,186,189,204,233,282,302,153,233
(blank),Travel,US$ Millions,(blank),IMF,27,26,27,32,32,34,39,44,48,55,62,71,102,136,100,92,113,111,131,149,159,180,207,259,282,147,219
(blank),Passenger transport,US$ Millions,(blank),IMF,0,4,6,7,10,24,21,16,23,30,35,39,45,54,50,39,46,42,37,37,30,24,26,23,20,6,14
NORTHERN MARIANA ISLANDS,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Travel,US$ Millions,(blank),..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Passenger transport,US$ Millions,(blank),..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
